Cochrane Review ID,Author(s),Title,Source,Year,Abstract,Issue,Publisher,ISSN,Keywords,DOI,URL,Cochrane Review Group Code
"CD007930.PUB2","Gaitskell, K; Martinek, I; Bryant, A; Kehoe, S; Nicum, S; Morrison, J","Angiogenesis inhibitors for the treatment of ovarian cancer","Cochrane Database of Systematic Reviews","2011",,"9","John Wiley & Sons, Ltd","1465-1858","Angiogenesis Inhibitors [adverse effects, *therapeutic use]; Antibodies, Monoclonal [adverse effects, therapeutic use]; Antibodies, Monoclonal, Humanized; Antineoplastic Agents [therapeutic use]; Bevacizumab; Female; Humans; Indoles [therapeutic use]; Neovascularization, Pathologic [*drug therapy]; Ovarian Neoplasms [*blood supply, drug therapy]; Paclitaxel [therapeutic use]; Recombinant Fusion Proteins [adverse effects, therapeutic use]; Survival Analysis","10.1002/14651858.CD007930.pub2","http://dx.doi.org/10.1002/14651858.CD007930.pub2","Gynaecological, Neuro-oncology and Orphan Cancer"
"CD003951.PUB3","Malviya, MN; Ohlsson, A; Shah, SS","Surgical versus medical treatment with cyclooxygenase inhibitors for symptomatic patent ductus arteriosus in preterm infants","Cochrane Database of Systematic Reviews","2013",,"3","John Wiley & Sons, Ltd","1465-1858","Cyclooxygenase Inhibitors [*therapeutic use]; Ductus Arteriosus, Patent [*drug therapy, *surgery]; Humans; Indomethacin [therapeutic use]; Infant, Newborn; Infant, Premature; Infant, Very Low Birth Weight; Ligation; Pneumothorax [etiology]; Postoperative Complications; Randomized Controlled Trials as Topic","10.1002/14651858.CD003951.pub3","http://dx.doi.org/10.1002/14651858.CD003951.pub3","Neonatal"
"CD004565.PUB2","Kinnersley, P; Edwards, AGK; Hood, K; Cadbury, N; Ryan, R; Prout, H; Owen, D; MacBeth, F; Butow, P; Butler, C","Interventions before consultations for helping patients address their information needs","Cochrane Database of Systematic Reviews","2007",,"3","John Wiley & Sons, Ltd","1465-1858","Anxiety [diagnosis]; Humans; Information Dissemination [*methods]; Patient Education as Topic [*methods]; Patient Participation; Randomized Controlled Trials as Topic","10.1002/14651858.CD004565.pub2","http://dx.doi.org/10.1002/14651858.CD004565.pub2","Consumers and Communication"
"CD004567.PUB2","Mathew, MC; Ervin, AM; Tao, J; Davis, RM","Antioxidant vitamin supplementation for preventing and slowing the progression of age‐related cataract","Cochrane Database of Systematic Reviews","2012",,"6","John Wiley & Sons, Ltd","1465-1858","Adult; Aged; Antioxidants [administration & dosage, *therapeutic use]; Ascorbic Acid [administration & dosage, *therapeutic use]; Cataract [*drug therapy, prevention & control]; Disease Progression; Humans; Middle Aged; Vitamin E [administration & dosage, *therapeutic use]; Vitamins [administration & dosage, *therapeutic use]; beta Carotene [administration & dosage, *therapeutic use]","10.1002/14651858.CD004567.pub2","http://dx.doi.org/10.1002/14651858.CD004567.pub2","Eyes and Vision"
"CD004568.PUB3","Gallo, MF; Grimes, DA; Lopez, LM; Schulz, KF; d'Arcangues, C","Combination injectable contraceptives for contraception","Cochrane Database of Systematic Reviews","2008",,"4","John Wiley & Sons, Ltd","1465-1858","Algestone [administration & dosage]; Contraception [*methods]; Contraceptive Agents, Female [*administration & dosage, adverse effects]; Drug Combinations; Estradiol [administration & dosage, analogs & derivatives]; Female; Humans; Injections; Medication Adherence; Medroxyprogesterone [administration & dosage]; Megestrol Acetate [administration & dosage]; Norethindrone [administration & dosage, analogs & derivatives]; Randomized Controlled Trials as Topic","10.1002/14651858.CD004568.pub3","http://dx.doi.org/10.1002/14651858.CD004568.pub3","Fertility Regulation"
"CD003952.PUB3","Watson, J; McGuire, W","Nasal versus oral route for placing feeding tubes in preterm or low birth weight infants","Cochrane Database of Systematic Reviews","2013",,"2","John Wiley & Sons, Ltd","1465-1858","*Infant, Low Birth Weight; *Infant, Premature; Enteral Nutrition [*instrumentation, methods]; Humans; Infant, Newborn; Intubation, Gastrointestinal [*methods]; Intubation, Intratracheal [*methods]; Randomized Controlled Trials as Topic","10.1002/14651858.CD003952.pub3","http://dx.doi.org/10.1002/14651858.CD003952.pub3","Neonatal"
"CD006807.PUB2","Gurusamy, KS; Bong, JJ; Fusai, G; Davidson, BR","Methods of cystic duct occlusion during laparoscopic cholecystectomy","Cochrane Database of Systematic Reviews","2010",,"10","John Wiley & Sons, Ltd","1465-1858","*Cholecystectomy, Laparoscopic; *Cystic Duct; *Surgical Instruments; Absorbable Implants; Constriction; Humans; Ligation [methods]; Randomized Controlled Trials as Topic","10.1002/14651858.CD006807.pub2","http://dx.doi.org/10.1002/14651858.CD006807.pub2","Hepato-Biliary"
"CD007931.PUB2","Quinlivan, R; Vissing, J; Hilton‐Jones, D; Buckley, J","Physical training for McArdle disease","Cochrane Database of Systematic Reviews","2011",,"12","John Wiley & Sons, Ltd","1465-1858","*Exercise; Glycogen Storage Disease Type V [physiopathology, *rehabilitation]; Humans","10.1002/14651858.CD007931.pub2","http://dx.doi.org/10.1002/14651858.CD007931.pub2","Neuromuscular"
"CD004561.PUB3","Bromham, N; Schmidt‐Hansen, M; Astin, M; Hasler, E; Reed, MW","Axillary treatment for operable primary breast cancer","Cochrane Database of Systematic Reviews","2017",,"1","John Wiley & Sons, Ltd","1465-1858","Axilla; Breast Neoplasms [mortality, radiotherapy, *surgery]; Female; Humans; Lymph Node Excision [adverse effects, *methods]; Lymphedema [etiology]; Neoplasm Recurrence, Local [mortality]; Randomized Controlled Trials as Topic; Sentinel Lymph Node Biopsy [adverse effects, methods]","10.1002/14651858.CD004561.pub3","http://dx.doi.org/10.1002/14651858.CD004561.pub3","Breast Cancer"
"CD006856.PUB2","Mayo‐Wilson, E; Montgomery, P; Dennis, JA","Personal assistance for adults (19‐64) with physical impairments","Cochrane Database of Systematic Reviews","2008",,"3","John Wiley & Sons, Ltd","1465-1858","*Disabled Persons; Adult; Humans; Middle Aged; Personal Health Services [*supply & distribution]; Randomized Controlled Trials as Topic","10.1002/14651858.CD006856.pub2","http://dx.doi.org/10.1002/14651858.CD006856.pub2","Developmental, Psychosocial and Learning Problems"
"CD006857.PUB2","Fitzgerald, A; Mori, R; Lakhanpaul, M; Tullus, K","Antibiotics for treating lower urinary tract infection in children","Cochrane Database of Systematic Reviews","2012",,"8","John Wiley & Sons, Ltd","1465-1858","Adolescent; Anti‐Bacterial Agents [administration & dosage, *therapeutic use]; Anti‐Infective Agents, Urinary [administration & dosage, *therapeutic use]; Bacteriuria [*drug therapy]; Child; Child, Preschool; Drug Administration Schedule; Humans; Infant; Infant, Newborn; Randomized Controlled Trials as Topic; Urinary Tract Infections [*drug therapy]","10.1002/14651858.CD006857.pub2","http://dx.doi.org/10.1002/14651858.CD006857.pub2","Kidney and Transplant"
"CD006853.PUB2","Hurkmans, E; van der Giesen, FJ; Vliet Vlieland, TPM; Schoones, J; Van den Ende, ECHM","Dynamic exercise programs (aerobic capacity and/or muscle strength training) in patients with rheumatoid arthritis","Cochrane Database of Systematic Reviews","2009",,"4","John Wiley & Sons, Ltd","1465-1858","*Exercise Therapy; *Resistance Training; Arthritis, Rheumatoid [*rehabilitation]; Humans; Oxygen Consumption; Physical Fitness [*physiology]; Randomized Controlled Trials as Topic","10.1002/14651858.CD006853.pub2","http://dx.doi.org/10.1002/14651858.CD006853.pub2","Musculoskeletal"
"CD007904.PUB3","Nugent, B; Lewis, S; O'Sullivan, JM","Enteral feeding methods for nutritional management in patients with head and neck cancers being treated with radiotherapy and/or chemotherapy","Cochrane Database of Systematic Reviews","2013",,"1","John Wiley & Sons, Ltd","1465-1858","*Chemoradiotherapy; Adult; Enteral Nutrition [*methods]; Gastrostomy [*methods]; Head and Neck Neoplasms [*therapy]; Humans; Intubation, Gastrointestinal [*methods]; Nutritional Status; Randomized Controlled Trials as Topic","10.1002/14651858.CD007904.pub3","http://dx.doi.org/10.1002/14651858.CD007904.pub3","ENT"
"CD007908.PUB2","Taylor, F; Sims, M; Theis, JC; Herbison, GP","Interventions for treating acute elbow dislocations in adults","Cochrane Database of Systematic Reviews","2012",,"4","John Wiley & Sons, Ltd","1465-1858","*Early Ambulation; Acute Disease; Adult; Casts, Surgical; Elbow Joint [*injuries, surgery]; Humans; Immobilization [*methods]; Joint Dislocations [surgery, *therapy]; Ligaments, Articular [*injuries, surgery]; Manipulation, Orthopedic [methods]; Range of Motion, Articular; Treatment Outcome","10.1002/14651858.CD007908.pub2","http://dx.doi.org/10.1002/14651858.CD007908.pub2","Bone, Joint and Muscle Trauma"
"CD007907.PUB2","Abraham, A; Kumar, S; Chaudhry, S; Ibrahim, T","Surgical interventions for diaphyseal fractures of the radius and ulna in children","Cochrane Database of Systematic Reviews","2011",,"11","John Wiley & Sons, Ltd","1465-1858","Child; Diaphyses [injuries]; Fracture Fixation [*methods]; Humans; Radius Fractures [*surgery]; Ulna Fractures [*surgery]","10.1002/14651858.CD007907.pub2","http://dx.doi.org/10.1002/14651858.CD007907.pub2","Bone, Joint and Muscle Trauma"
"CD004530.PUB4","Effa, EE; Lassi, ZS; Critchley, JA; Garner, P; Sinclair, D; Olliaro, PL; Bhutta, ZA","Fluoroquinolones for treating typhoid and paratyphoid fever (enteric fever)","Cochrane Database of Systematic Reviews","2011",,"10","John Wiley & Sons, Ltd","1465-1858","Adult; Anti‐Bacterial Agents [adverse effects, *therapeutic use]; Child; Fluoroquinolones [adverse effects, *therapeutic use]; Humans; Norfloxacin [therapeutic use]; Paratyphoid Fever [*drug therapy]; Randomized Controlled Trials as Topic; Treatment Outcome; Typhoid Fever [*drug therapy]","10.1002/14651858.CD004530.pub4","http://dx.doi.org/10.1002/14651858.CD004530.pub4","Infectious Diseases"
"CD004534.PUB3","Fellmeth, GLT; Heffernan, C; Nurse, J; Habibula, S; Sethi, D","Educational and skills‐based interventions for preventing relationship and dating violence in adolescents and young adults","Cochrane Database of Systematic Reviews","2013",,"6","John Wiley & Sons, Ltd","1465-1858","*Interpersonal Relations; Adolescent; Humans; Randomized Controlled Trials as Topic; Violence [*prevention & control]; Young Adult","10.1002/14651858.CD004534.pub3","http://dx.doi.org/10.1002/14651858.CD004534.pub3","Developmental, Psychosocial and Learning Problems"
"CD004531.PUB2","Bukirwa, H; Orton, LC","Artesunate plus mefloquine versus mefloquine for treating uncomplicated malaria","Cochrane Database of Systematic Reviews","2005",,"4","John Wiley & Sons, Ltd","1465-1858","Antimalarials [*therapeutic use]; Artemisinins [*therapeutic use]; Artesunate; Drug Therapy, Combination; Humans; Malaria, Falciparum [*drug therapy]; Mefloquine [*therapeutic use]; Sesquiterpenes [*therapeutic use]","10.1002/14651858.CD004531.pub2","http://dx.doi.org/10.1002/14651858.CD004531.pub2","Infectious Diseases"
"CD004532.PUB2","Jutte, PC; van Loenhout‐Rooyackers, JH","Routine surgery in addition to chemotherapy for treating spinal tuberculosis","Cochrane Database of Systematic Reviews","2006",,"1","John Wiley & Sons, Ltd","1465-1858","Aminosalicylic Acid [therapeutic use]; Antitubercular Agents [*therapeutic use]; Combined Modality Therapy [methods]; Humans; Isoniazid [therapeutic use]; Kyphosis [etiology]; Randomized Controlled Trials as Topic; Rifampin [therapeutic use]; Streptomycin [therapeutic use]; Tuberculosis, Spinal [complications, *drug therapy, *surgery]","10.1002/14651858.CD004532.pub2","http://dx.doi.org/10.1002/14651858.CD004532.pub2","Infectious Diseases"
"CD004536.PUB3","Grobler, L; Siegfried, N; Visser, ME; Mahlungulu, SSN; Volmink, J","Nutritional interventions for reducing morbidity and mortality in people with HIV","Cochrane Database of Systematic Reviews","2013",,"2","John Wiley & Sons, Ltd","1465-1858","Adult; Child; Diet [standards]; Dietary Carbohydrates [*administration & dosage]; Dietary Fats [*administration & dosage]; Disease Progression; Energy Intake; HIV Infections [complications, *diet therapy, mortality]; Humans; Randomized Controlled Trials as Topic","10.1002/14651858.CD004536.pub3","http://dx.doi.org/10.1002/14651858.CD004536.pub3","HIV/AIDS"
"CD003863.PUB2","Ada, L; Foongchomcheay, A; Canning, CG","Supportive devices for preventing and treating subluxation of the shoulder after stroke","Cochrane Database of Systematic Reviews","2005",,"1","John Wiley & Sons, Ltd","1465-1858","*Orthotic Devices; Braces; Contracture [etiology, prevention & control]; Humans; Randomized Controlled Trials as Topic; Shoulder Dislocation [*prevention & control]; Shoulder Pain [prevention & control]; Stroke [*complications]; Wheelchairs","10.1002/14651858.CD003863.pub2","http://dx.doi.org/10.1002/14651858.CD003863.pub2","Stroke"
"CD000133.PUB3","Kramer, MS; Kakuma, R","Maternal dietary antigen avoidance during pregnancy or lactation, or both, for preventing or treating atopic disease in the child","Cochrane Database of Systematic Reviews","2012",,"9","John Wiley & Sons, Ltd","1465-1858","*Diet, Protein‐Restricted; *Lactation; Allergens [*adverse effects]; Dermatitis, Atopic [prevention & control]; Dietary Proteins [*adverse effects]; Female; Food Hypersensitivity; Humans; Hypersensitivity, Immediate [*prevention & control]; Infant; Infant, Newborn; Pregnancy; Randomized Controlled Trials as Topic; Risk Factors","10.1002/14651858.CD000133.pub3","http://dx.doi.org/10.1002/14651858.CD000133.pub3","Pregnancy and Childbirth"
"CD003855.PUB3","Marjoribanks, J; Lethaby, A; Farquhar, C","Surgery versus medical therapy for heavy menstrual bleeding","Cochrane Database of Systematic Reviews","2016",,"1","John Wiley & Sons, Ltd","1465-1858","Adult; Antifibrinolytic Agents [therapeutic use]; Contraceptives, Oral, Hormonal [therapeutic use]; Endometrium [surgery]; Female; Humans; Hysterectomy; Intrauterine Devices, Medicated; Menorrhagia [surgery, *therapy]; Middle Aged; Quality of Life; Randomized Controlled Trials as Topic","10.1002/14651858.CD003855.pub3","http://dx.doi.org/10.1002/14651858.CD003855.pub3","Gynaecology and Fertility"
"CD003850.PUB5","Cleminson, J; Austin, N; McGuire, W","Prophylactic systemic antifungal agents to prevent mortality and morbidity in very low birth weight infants","Cochrane Database of Systematic Reviews","2015",,"10","John Wiley & Sons, Ltd","1465-1858","*Infant, Very Low Birth Weight; Antifungal Agents [*therapeutic use]; Developmental Disabilities [etiology, *prevention & control]; Fluconazole [therapeutic use]; Humans; Infant, Newborn; Infant, Premature, Diseases [mortality, *prevention & control]; Mycoses [complications, mortality, *prevention & control]; Randomized Controlled Trials as Topic","10.1002/14651858.CD003850.pub5","http://dx.doi.org/10.1002/14651858.CD003850.pub5","Neonatal"
"CD000124.PUB2","Stead, LF; Hughes, JR","Lobeline for smoking cessation","Cochrane Database of Systematic Reviews","2012",,"2","John Wiley & Sons, Ltd","1465-1858","*Smoking Prevention; Humans; Lobeline [*therapeutic use]; Nicotinic Antagonists [*therapeutic use]; Smoking Cessation [*methods]","10.1002/14651858.CD000124.pub2","http://dx.doi.org/10.1002/14651858.CD000124.pub2","Tobacco Addiction"
"CD000137","Say, L; Gülmezoglu, AM; Hofmeyr, GJ","Maternal oxygen administration for suspected impaired fetal growth","Cochrane Database of Systematic Reviews","2003",,"1","John Wiley & Sons, Ltd","1465-1858","*Oxygen Inhalation Therapy; Female; Fetal Growth Retardation [*prevention & control]; Humans; Infant Mortality; Infant, Newborn; Pregnancy; Randomized Controlled Trials as Topic","10.1002/14651858.CD000137","http://dx.doi.org/10.1002/14651858.CD000137","Pregnancy and Childbirth"
"CD000139.PUB2","Henderson‐Smart, DJ; Davis, PG","Prophylactic methylxanthines for endotracheal extubation in preterm infants","Cochrane Database of Systematic Reviews","2010",,"12","John Wiley & Sons, Ltd","1465-1858","*Intermittent Positive‐Pressure Ventilation; Aminophylline [*therapeutic use]; Caffeine [*therapeutic use]; Humans; Infant, Newborn; Infant, Premature; Intubation, Intratracheal; Randomized Controlled Trials as Topic; Respiration [drug effects]; Ventilator Weaning [*methods]; Xanthines [*therapeutic use]","10.1002/14651858.CD000139.pub2","http://dx.doi.org/10.1002/14651858.CD000139.pub2","Neonatal"
"CD000134","Hofmeyr, GJ; Gülmezoglu, AM; Novikova, N","Maternal hydration for increasing amniotic fluid volume in oligohydramnios and normal amniotic fluid volume","Cochrane Database of Systematic Reviews","2002",,"1","John Wiley & Sons, Ltd","1465-1858","*Amniotic Fluid; *Fluid Therapy; Female; Humans; Oligohydramnios [*prevention & control]; Pregnancy","10.1002/14651858.CD000134","http://dx.doi.org/10.1002/14651858.CD000134","Pregnancy and Childbirth"
"CD003853.PUB3","Baldo, P; Doree, C; Molin, P; McFerran, D; Cecco, S","Antidepressants for patients with tinnitus","Cochrane Database of Systematic Reviews","2012",,"9","John Wiley & Sons, Ltd","1465-1858","Amitriptyline [therapeutic use]; Antidepressive Agents [*therapeutic use]; Depression [*drug therapy]; Humans; Nortriptyline [therapeutic use]; Paroxetine [therapeutic use]; Randomized Controlled Trials as Topic; Serotonin Uptake Inhibitors [*therapeutic use]; Tinnitus [*drug therapy, psychology]; Trazodone [therapeutic use]; Trimipramine [therapeutic use]","10.1002/14651858.CD003853.pub3","http://dx.doi.org/10.1002/14651858.CD003853.pub3","ENT"
"CD003931","Hedayati, H; Parsons, J; Crowther, CA","Rectal analgesia for pain from perineal trauma following childbirth","Cochrane Database of Systematic Reviews","2003",,"3","John Wiley & Sons, Ltd","1465-1858","Administration, Rectal; Analgesia, Obstetrical [*methods]; Analgesics [administration & dosage]; Anti‐Inflammatory Agents, Non‐Steroidal [*administration & dosage]; Episiotomy [adverse effects]; Female; Humans; Obstetric Labor Complications [*drug therapy]; Pain [*drug therapy]; Parturition; Perineum [*injuries]; Pregnancy","10.1002/14651858.CD003931","http://dx.doi.org/10.1002/14651858.CD003931","Pregnancy and Childbirth"
"CD004544.PUB2","Gluud, LL; Krag, A","Banding ligation versus beta‐blockers for primary prevention in oesophageal varices in adults","Cochrane Database of Systematic Reviews","2012",,"8","John Wiley & Sons, Ltd","1465-1858","Adrenergic beta‐Antagonists [*therapeutic use]; Adult; Esophageal and Gastric Varices [*drug therapy, mortality, *surgery]; Gastrointestinal Hemorrhage [mortality, *prevention & control]; Humans; Ligation [methods]; Randomized Controlled Trials as Topic","10.1002/14651858.CD004544.pub2","http://dx.doi.org/10.1002/14651858.CD004544.pub2","Hepato-Biliary"
"CD003933","Nanda, K; Cook, LA; Gallo, MF; Grimes, DA","Terbutaline pump maintenance therapy after threatened preterm labor for preventing preterm birth","Cochrane Database of Systematic Reviews","2002",,"4","John Wiley & Sons, Ltd","1465-1858","Drug Administration Schedule; Female; Humans; Infusion Pumps; Obstetric Labor, Premature [*prevention & control]; Pregnancy; Randomized Controlled Trials as Topic; Terbutaline [*therapeutic use]; Tocolytic Agents [*therapeutic use]","10.1002/14651858.CD003933","http://dx.doi.org/10.1002/14651858.CD003933","Pregnancy and Childbirth"
"CD004540.PUB2","Wu, T; Munro, AJ; Guanjian, L; Liu, GJ","Chinese medical herbs for chemotherapy side effects in colorectal cancer patients","Cochrane Database of Systematic Reviews","2005",,"1","John Wiley & Sons, Ltd","1465-1858","Antineoplastic Agents [*adverse effects]; Astragalus Plant; Colorectal Neoplasms [*drug therapy]; Drugs, Chinese Herbal [*therapeutic use]; Humans; Phytotherapy [*methods]; Randomized Controlled Trials as Topic","10.1002/14651858.CD004540.pub2","http://dx.doi.org/10.1002/14651858.CD004540.pub2","Colorectal"
"CD006828.PUB3","Kuwabara, S; Dispenzieri, A; Arimura, K; Misawa, S; Nakaseko, C","Treatment for POEMS (polyneuropathy, organomegaly, endocrinopathy, M‐protein, and skin changes) syndrome","Cochrane Database of Systematic Reviews","2012",,"6","John Wiley & Sons, Ltd","1465-1858","Adrenal Cortex Hormones [therapeutic use]; Hematopoietic Stem Cell Transplantation [methods]; Humans; Melphalan [therapeutic use]; POEMS Syndrome [*therapy]; Retrospective Studies; Thalidomide [therapeutic use]","10.1002/14651858.CD006828.pub3","http://dx.doi.org/10.1002/14651858.CD006828.pub3","Neuromuscular"
"CD006826.PUB2","Nannini, LJ; Poole, P; Milan, SJ; Kesterton, A","Combined corticosteroid and long‐acting beta2‐agonist in one inhaler versus inhaled corticosteroids alone for chronic obstructive pulmonary disease","Cochrane Database of Systematic Reviews","2013",,"8","John Wiley & Sons, Ltd","1465-1858","Adrenal Cortex Hormones [*administration & dosage, adverse effects]; Adrenergic beta‐2 Receptor Agonists [*administration & dosage, adverse effects]; Albuterol [administration & dosage, adverse effects, analogs & derivatives]; Androstadienes [administration & dosage, adverse effects]; Bronchodilator Agents [administration & dosage, adverse effects]; Budesonide [administration & dosage, adverse effects]; Drug Combinations; Drug Therapy, Combination [adverse effects, methods]; Ethanolamines [administration & dosage, adverse effects]; Fluticasone‐Salmeterol Drug Combination; Formoterol Fumarate; Humans; Nebulizers and Vaporizers; Pneumonia [chemically induced]; Pulmonary Disease, Chronic Obstructive [*drug therapy, mortality]; Randomized Controlled Trials as Topic; Steroids [*administration & dosage, adverse effects]","10.1002/14651858.CD006826.pub2","http://dx.doi.org/10.1002/14651858.CD006826.pub2","Airways"
"CD006823.PUB2","Thomson, DR; Sadideen, H; Furniss, D","Wound drainage after axillary dissection for carcinoma of the breast","Cochrane Database of Systematic Reviews","2013",,"10","John Wiley & Sons, Ltd","1465-1858","Axilla; Breast Neoplasms [*surgery]; Drainage [*methods]; Female; Humans; Lymph Node Excision [*adverse effects]; Randomized Controlled Trials as Topic; Seroma [etiology, *prevention & control]","10.1002/14651858.CD006823.pub2","http://dx.doi.org/10.1002/14651858.CD006823.pub2","Breast Cancer"
"CD006827.PUB2","Malik, AI; Nelson, RL; Tou, S","Incision and drainage of perianal abscess with or without treatment of anal fistula","Cochrane Database of Systematic Reviews","2010",,"7","John Wiley & Sons, Ltd","1465-1858","Abscess [prevention & control, *surgery]; Anus Diseases [prevention & control, *surgery]; Cutaneous Fistula [prevention & control, surgery]; Drainage [*methods]; Humans; Randomized Controlled Trials as Topic; Rectal Fistula [prevention & control, *surgery]; Secondary Prevention","10.1002/14651858.CD006827.pub2","http://dx.doi.org/10.1002/14651858.CD006827.pub2","Colorectal"
"CD007957.PUB2","Smart, NA; Marshall, BJ; Daley, M; Boulos, E; Windus, J; Baker, N; Kwok, N","Low‐fat diets for acquired hypercholesterolaemia","Cochrane Database of Systematic Reviews","2011",,"2","John Wiley & Sons, Ltd","1465-1858","Adult; Diet, Fat‐Restricted [adverse effects, *methods]; Humans; Hypercholesterolemia [*diet therapy]","10.1002/14651858.CD007957.pub2","http://dx.doi.org/10.1002/14651858.CD007957.pub2","Metabolic and Endocrine Disorders"
"CD001777.PUB4","Okusanya, BO; Oduwole, O; Effa, EE","Immediate postabortal insertion of intrauterine devices","Cochrane Database of Systematic Reviews","2014",,"7","John Wiley & Sons, Ltd","1465-1858","*Abortion, Induced; *Abortion, Spontaneous; *Intrauterine Devices; Female; Humans; Intrauterine Device Expulsion; Intrauterine Devices, Copper; Intrauterine Devices, Medicated; Levonorgestrel; Pregnancy; Randomized Controlled Trials as Topic; Time Factors","10.1002/14651858.CD001777.pub4","http://dx.doi.org/10.1002/14651858.CD001777.pub4","Fertility Regulation"
"CD007924.PUB3","Pepas, L; Kaushik, S; Nordin, A; Bryant, A; Lawrie, TA","Medical interventions for high‐grade vulval intraepithelial neoplasia","Cochrane Database of Systematic Reviews","2015",,"8","John Wiley & Sons, Ltd","1465-1858","Administration, Topical; Adult; Aminoquinolines [*administration & dosage, adverse effects]; Anticarcinogenic Agents [administration & dosage]; Antineoplastic Agents [*administration & dosage, adverse effects]; Carcinoma in Situ [pathology, *therapy]; Cidofovir; Cytosine [administration & dosage, analogs & derivatives]; Female; Humans; Imiquimod; Indoles [*administration & dosage]; Organophosphonates [administration & dosage]; Randomized Controlled Trials as Topic; Vulvar Neoplasms [pathology, *therapy]","10.1002/14651858.CD007924.pub3","http://dx.doi.org/10.1002/14651858.CD007924.pub3","Gynaecological, Neuro-oncology and Orphan Cancer"
"CD007921.PUB2","Khalil, AAM; Boyd, A; Griffiths, G","Interposition vein cuff for infragenicular prosthetic bypass graft","Cochrane Database of Systematic Reviews","2012",,"9","John Wiley & Sons, Ltd","1465-1858","*Blood Vessel Prosthesis; Blood Vessel Prosthesis Implantation [*methods]; Humans; Ischemia [*surgery]; Leg [*blood supply]; Limb Salvage [methods]; Prosthesis Design; Randomized Controlled Trials as Topic; Vascular Patency","10.1002/14651858.CD007921.pub2","http://dx.doi.org/10.1002/14651858.CD007921.pub2","Vascular"
"CD006878.PUB2","Montedori, A; Cirocchi, R; Farinella, E; Sciannameo, F; Abraha, I","Covering ileo‐ or colostomy in anterior resection for rectal carcinoma","Cochrane Database of Systematic Reviews","2010",,"5","John Wiley & Sons, Ltd","1465-1858","Colostomy [*methods]; Humans; Ileum [*surgery]; Randomized Controlled Trials as Topic; Rectal Neoplasms [*surgery]; Surgical Wound Dehiscence [etiology, *prevention & control]","10.1002/14651858.CD006878.pub2","http://dx.doi.org/10.1002/14651858.CD006878.pub2","Colorectal"
"CD007926.PUB2","Kokka, F; Brockbank, E; Oram, D; Gallagher, C; Bryant, A","Hormonal therapy in advanced or recurrent endometrial cancer","Cochrane Database of Systematic Reviews","2010",,"12","John Wiley & Sons, Ltd","1465-1858","17 alpha‐Hydroxyprogesterone Caproate; Adult; Antineoplastic Agents, Hormonal [*therapeutic use]; Disease‐Free Survival; Drug Therapy, Combination [methods]; Endometrial Neoplasms [*drug therapy, mortality]; Female; Humans; Hydroxyprogesterones [therapeutic use]; Medroxyprogesterone Acetate [therapeutic use]; Megestrol [therapeutic use]; Neoplasm Recurrence, Local [*drug therapy, pathology]; Neoplasm Staging; Progestins [*therapeutic use]","10.1002/14651858.CD007926.pub2","http://dx.doi.org/10.1002/14651858.CD007926.pub2","Gynaecological, Neuro-oncology and Orphan Cancer"
"CD007928.PUB3","Kaushik, S; Pepas, L; Nordin, A; Bryant, A; Dickinson, HO; Lawrie, TA","Surgical interventions for high‐grade vulval intraepithelial neoplasia","Cochrane Database of Systematic Reviews","2014",,"3","John Wiley & Sons, Ltd","1465-1858","Adult; Carcinoma in Situ [pathology, *surgery]; Female; Humans; Lasers, Gas [*therapeutic use]; Precancerous Conditions [pathology, *surgery]; Randomized Controlled Trials as Topic; Suction [methods]; Ultrasonic Therapy [instrumentation, *methods]; Vulvar Neoplasms [pathology, *surgery]","10.1002/14651858.CD007928.pub3","http://dx.doi.org/10.1002/14651858.CD007928.pub3","Gynaecological, Neuro-oncology and Orphan Cancer"
"CD007929.PUB3","Wiggans, AJ; Cass, GKS; Bryant, A; Lawrie, TA; Morrison, J","Poly(ADP‐ribose) polymerase (PARP) inhibitors for the treatment of ovarian cancer","Cochrane Database of Systematic Reviews","2015",,"5","John Wiley & Sons, Ltd","1465-1858","*Poly(ADP‐ribose) Polymerase Inhibitors; Adult; Antineoplastic Agents [*therapeutic use]; Benzimidazoles [adverse effects, therapeutic use]; DNA Repair [*drug effects]; Disease‐Free Survival; Female; Humans; Neoplasm Recurrence, Local [*drug therapy]; Ovarian Neoplasms [*drug therapy, genetics]; Phthalazines [adverse effects, *therapeutic use]; Piperazines [adverse effects, *therapeutic use]; Randomized Controlled Trials as Topic","10.1002/14651858.CD007929.pub3","http://dx.doi.org/10.1002/14651858.CD007929.pub3","Gynaecological, Neuro-oncology and Orphan Cancer"
"CD004511","Scott, JT; Prictor, M; Harmsen, M; Broom, A; Entwistle, VA; Sowden, AJ; Watt, I","Interventions for improving communication with children and adolescents about a family member's cancer","Cochrane Database of Systematic Reviews","2003",,"4","John Wiley & Sons, Ltd","1465-1858","*Communication; *Family Relations; Adolescent; Child; Clinical Trials as Topic; Humans; Neoplasms [*psychology]","10.1002/14651858.CD004511","http://dx.doi.org/10.1002/14651858.CD004511","Consumers and Communication"
